accession	species	gene_id	chrom	start	end	len_bp	strand	class	tier	status	len_aa	model
hcy_V2R316	hcy	LOC_00012927	ch4	169598457	169609462	11005	neg	partial	T2	partial	509	eviann
hcy_V2R317	hcy	LOC_00012929	ch4	169647449	169655829	8380	neg	fragmented	T2	partial	258	eviann
hcy_V2R318	hcy	LOC_00012928	ch4	169649433	169656000	6567	neg	fragmented	T2	partial	382	eviann
hcy_V2R319	hcy	LOC_00012933	ch4	170130859	170139177	8318	neg	fragmented	T2	partial	242	eviann
hcy_V2R320	hcy	LOC_00012934	ch4	170248205	170255768	7563	neg	partial	T2	partial	623	eviann
hcy_V2R321	hcy	LOC_00012982	ch4	173227328	173236483	9155	pos	fragmented	T2	partial	242	eviann
hcy_V2R322	hcy	LOC_00012984	ch4	173340962	173344314	3352	pos	fragmented	T2	partial	180	eviann
hcy_V2R323	hcy	LOC_00012985	ch4	173458502	173465526	7024	pos	fragmented	T2	partial	242	eviann
hcy_V2R324	hcy	LOC_00012986	ch4	173483918	173491967	8049	pos	fragmented	T2	partial	258	eviann
hcy_V2R325	hcy	LOC_00003018	ch5	63324	64621	1297	neg	fragmented	T2	partial	325	eviann
hcy_V2R326	hcy	LOC_00003022	ch5	276440	302157	25717	neg	intact	T2	functional	850	eviann
hcy_V2R327	hcy	LOC_00003025	ch5	407852	414503	6651	neg	fragmented	T2	partial	444	eviann
hcy_V2R328	hcy	LOC_00003032	ch5	799613	817625	18012	neg	intact	T2	functional	849	miniprot
hcy_V2R329	hcy	LOC_00003034	ch5	850332	865075	14743	neg	fragmented	T2	partial	397	eviann
hcy_V2R330	hcy	LOC_00003035	ch5	876061	888373	12312	pos	intact	T2	functional	660	eviann
hcy_V2R331	hcy	LOC_00003036	ch5	1138344	1140377	2033	neg	fragmented	T2	partial	356	eviann
hcy_V2R332	hcy	LOC_00003049	ch5	1595285	1601776	6491	neg	fragmented	T2	partial	176	eviann
hcy_V2R333	hcy	LOC_00003052	ch5	1757451	1779753	22302	neg	intact	T2	functional	849	eviann
hcy_V2R334	hcy	LOC_00003053	ch5	1799309	1801865	2556	neg	fragmented	T2	partial	180	eviann
hcy_V2R335	hcy	LOC_00003057	ch5	2244263	2250176	5913	pos	intact	T2	functional	739	eviann
hcy_V2R336	hcy	LOC_00003060	ch5	2343954	2354549	10595	neg	fragmented	T2	partial	309	eviann
hcy_V2R337	hcy	LOC_00003061	ch5	2475784	2488825	13041	neg	intact	T2	functional	849	eviann
hcy_V2R338	hcy	LOC_00003062	ch5	2548048	2567712	19664	neg	fragmented	T2	partial	286	eviann
hcy_V2R339	hcy	LOC_00003063	ch5	2635899	2642218	6319	neg	intact	T2	functional	309	eviann
hcy_V2R340	hcy	LOC_00003064	ch5	2649154	2662708	13554	neg	intact	T2	functional	850	eviann
hcy_V2R341	hcy	LOC_00004094	ch5	122912294	122918572	6278	neg	fragmented	T2	partial	306	eviann
hcy_V2R342	hcy	LOC_00004098	ch5	123438695	123450370	11675	pos	intact	T2	functional	851	miniprot
hcy_V2R343	hcy	LOC_00004099	ch5	123463985	123479096	15111	pos	intact	T2	functional	861	eviann
hcy_V2R344	hcy	LOC_00004100	ch5	123709795	123725202	15407	pos	intact	T2	functional	850	eviann
hcy_V2R345	hcy	LOC_00004957	ch5	213744186	213755396	11210	pos	fragmented	T2	partial	397	eviann
hcy_V2R346	hcy	LOC_00002442	ch7	62260273	62435225	174952	neg	fragmented	T2	partial	913	eviann
hcy_V2R347	hcy	LOC_00002588	ch7	76682740	76758764	76024	pos	fragmented	T2	partial	153	eviann
hcy_V2R348	hcy	LOC_00009795	ch8	92771742	92783066	11324	neg	fragmented	T2	partial	153	eviann
hcy_V2R349	hcy	LOC_00000202	chZ	8871220	8918309	47089	pos	intact	T2	pseudogene	871	miniprot
hcy_V2R350	hcy	LOC_00000203	chZ	8935207	8936002	795	pos	intact	T2	pseudogene	871	miniprot
hcy_V2R351	hcy	LOC_00000204	chZ	9059353	9064075	4722	pos	intact	T2	functional	879	miniprot
hcy_V2R352	hcy	LOC_00000205	chZ	9103111	9104011	900	neg	fragmented	T2	partial	342	miniprot
hcy_V2R353	hcy	LOC_00000206	chZ	9276982	9277912	930	neg	fragmented	T2	pseudogene	812	miniprot
hcy_V2R354	hcy	LOC_00000207	chZ	9365990	9366911	921	pos	fragmented	T2	pseudogene	306	eviann
hcy_V2R355	hcy	LOC_00000211	chZ	9589450	9590377	927	neg	intact	T2	pseudogene	869	miniprot
hcy_V2R356	hcy	LOC_00000213	chZ	10188778	10205703	16925	pos	intact	T2	pseudogene	864	miniprot
hcy_V2R357	hcy	LOC_00000214	chZ	10447067	10447994	927	pos	intact	T2	pseudogene	869	miniprot
hcy_V2R358	hcy	LOC_00000215	chZ	10667452	10678459	11007	pos	intact	T2	functional	841	eviann
hcy_V2R359	hcy	LOC_00000217	chZ	10844107	10859972	15865	pos	intact	T2	functional	848	eviann
hcy_V2R360	hcy	LOC_00000218	chZ	10879412	11094683	215271	pos	intact	T2	pseudogene	852	miniprot
hcy_V2R361	hcy	LOC_00000219	chZ	10894333	10899704	5371	neg	intact	T2	pseudogene	852	miniprot
hcy_V2R362	hcy	LOC_00000221	chZ	11047801	11049989	2188	pos	intact	T2	pseudogene	852	miniprot
hcy_V2R363	hcy	LOC_00000222	chZ	11180174	11187313	7139	neg	intact	T2	pseudogene	954	miniprot
hcy_V2R364	hcy	LOC_00000223	chZ	11293187	11295448	2261	pos	intact	T2	pseudogene	866	miniprot
hcy_V2R365	hcy	LOC_00000224	chZ	11398494	11399394	900	pos	intact	T2	pseudogene	901	miniprot
hcy_V2R366	hcy	LOC_00000225	chZ	11435952	11436852	900	neg	intact	T2	pseudogene	856	miniprot
hcy_V2R367	hcy	LOC_00000228	chZ	11746176	11753862	7686	pos	intact	T2	pseudogene	877	miniprot
hcy_V2R368	hcy	LOC_00000236	chZ	12860874	13046257	185383	pos	intact	T2	pseudogene	848	miniprot
hcy_V2R369	hcy	LOC_00000237	chZ	12917876	12923150	5274	neg	intact	T2	pseudogene	848	miniprot
hcy_V2R370	hcy	LOC_00000239	chZ	13005336	13017662	12326	neg	intact	T2	pseudogene	848	miniprot
hcy_V2R371	hcy	LOC_00000240	chZ	13137533	13138839	1306	pos	fragmented	T2	partial	175	eviann
hcy_V2R372	hcy	LOC_00000250	chZ	13724274	13736856	12582	neg	intact	T2	pseudogene	876	eviann
hcy_V2R373	hcy	LOC_00000252	chZ	13823753	13837860	14107	neg	intact	T2	pseudogene	876	eviann
hcy_V2R374	hcy	LOC_00000264	chZ	14973856	14993198	19342	pos	intact	T2	pseudogene	747	eviann
hcy_V2R375	hcy	LOC_00000265	chZ	15141660	15178358	36698	pos	intact	T2	pseudogene	907	eviann
hcy_V2R376	hcy	LOC_00000267	chZ	15289465	15290380	915	neg	intact	T2	pseudogene	909	miniprot
hcy_V2R377	hcy	LOC_00000268	chZ	15519904	15555200	35296	neg	intact	T2	pseudogene	863	eviann
hcy_V2R378	hcy	LOC_00000312	chZ	17143084	17144848	1764	neg	fragmented	T2	partial	128	eviann
hcy_V2R379	hcy	LOC_00000313	chZ	17181385	17181703	318	neg	NA	NA	partial	105	NA
hcy_V2R380	hcy	LOC_00000314	chZ	17212456	17213353	897	neg	intact	T2	pseudogene	860	miniprot
hcy_V2R381	hcy	LOC_00000315	chZ	17305725	17306622	897	neg	fragmented	T2	partial	298	eviann
hcy_V2R382	hcy	LOC_00000317	chZ	17396113	17405532	9419	pos	intact	T2	pseudogene	880	miniprot
hcy_V2R383	hcy	LOC_00000318	chZ	17467911	17484307	16396	pos	intact	T2	pseudogene	879	miniprot
hcy_V2R384	hcy	LOC_00000319	chZ	17704968	17713302	8334	neg	intact	T2	functional	871	eviann
hcy_V2R385	hcy	LOC_00000320	chZ	17936981	17964708	27727	pos	intact	T2	pseudogene	895	miniprot
hcy_V2R386	hcy	LOC_00000321	chZ	18048653	18049025	372	pos	intact	T2	pseudogene	863	miniprot
hcy_V2R387	hcy	LOC_00000322	chZ	18729176	18730570	1394	neg	fragmented	T2	partial	160	eviann
hcy_V2R388	hcy	LOC_00000323	chZ	18736256	18745503	9247	neg	intact	T2	pseudogene	869	miniprot
hcy_V2R389	hcy	LOC_00000324	chZ	18935514	18941879	6365	neg	intact	T2	pseudogene	876	miniprot
hcy_V2R390	hcy	LOC_00000325	chZ	19046435	19047363	928	neg	fragmented	T2	pseudogene	491	miniprot
hcy_V2R391	hcy	LOC_00000326	chZ	19181040	19194599	13559	pos	intact	T2	functional	885	eviann
hcy_V2R392	hcy	LOC_00000330	chZ	19825422	19835885	10463	neg	intact	T2	pseudogene	1499	miniprot
hcy_V2R393	hcy	LOC_00000331	chZ	19958401	19965127	6726	pos	intact	T2	pseudogene	876	miniprot
hcy_V2R394	hcy	LOC_00000339	chZ	20328979	20335804	6825	pos	intact	T2	pseudogene	884	eviann
hcy_V2R395	hcy	LOC_00000340	chZ	20361846	20376263	14417	pos	intact	T2	pseudogene	878	eviann
hcy_V2R396	hcy	LOC_00000342	chZ	20485936	20497385	11449	pos	intact	T2	functional	871	eviann
hcy_V2R397	hcy	LOC_00000344	chZ	20745746	20751299	5553	neg	intact	T2	pseudogene	875	miniprot
hcy_V2R398	hcy	LOC_00000345	chZ	20865862	20881933	16071	neg	intact	T2	functional	788	eviann
hcy_V2R399	hcy	LOC_00000346	chZ	21073081	21094268	21187	pos	intact	T2	pseudogene	865	miniprot
hcy_V2R400	hcy	LOC_00000394	chZ	23038026	23057534	19508	pos	intact	T2	pseudogene	899	miniprot
hcy_V2R401	hcy	LOC_00000395	chZ	23082954	23102338	19384	pos	intact	T2	pseudogene	806	eviann
hcy_V2R402	hcy	LOC_00000397	chZ	23227280	23229847	2567	neg	fragmented	T2	partial	274	eviann
hcy_V2R403	hcy	LOC_00000398	chZ	23246775	23276601	29826	neg	intact	T2	functional	882	eviann
hcy_V2R404	hcy	LOC_00000809	chZ	52017011	52021486	4475	neg	intact	T2	pseudogene	874	miniprot
hcy_V2R405	hcy	LOC_00000830	chZ	53028569	53048758	20189	neg	intact	T2	pseudogene	884	miniprot
hcy_V2R406	hcy	LOC_00000861	chZ	54842657	54855950	13293	neg	intact	T2	pseudogene	862	miniprot
hcy_V2R407	hcy	LOC_00000863	chZ	54926679	54927579	900	pos	fragmented	T2	pseudogene	299	eviann
hcy_V2R408	hcy	LOC_00000864	chZ	55058112	55062571	4459	pos	intact	T2	pseudogene	873	miniprot
hcy_V2R409	hcy	LOC_00000865	chZ	55124021	55125900	1879	neg	fragmented	T2	partial	352	eviann
hcy_V2R410	hcy	LOC_00000866	chZ	55158661	55165124	6463	pos	intact	T2	pseudogene	873	miniprot
hcy_V2R411	hcy	LOC_00000867	chZ	55366951	55369303	2352	pos	intact	T2	pseudogene	788	miniprot
hcy_V2R412	hcy	LOC_00000868	chZ	55425183	55426086	903	pos	intact	T2	pseudogene	854	miniprot
hcy_V2R413	hcy	LOC_00000869	chZ	55538577	55539483	906	pos	intact	T2	pseudogene	865	miniprot
hcy_V2R414	hcy	LOC_00000870	chZ	55656911	55693601	36690	pos	intact	T2	pseudogene	848	miniprot
hcy_V2R415	hcy	LOC_00000871	chZ	55815954	55837226	21272	pos	intact	T2	pseudogene	837	miniprot
hcy_V2R416	hcy	LOC_00000872	chZ	55963565	55973939	10374	neg	intact	T2	functional	869	miniprot
hcy_V2R417	hcy	LOC_00000873	chZ	55990527	56056417	65890	neg	intact	T2	pseudogene	845	miniprot
hcy_V2R418	hcy	LOC_00000875	chZ	56114316	56142347	28031	neg	intact	T2	pseudogene	871	eviann
hcy_V2R419	hcy	LOC_00000879	chZ	56595113	56610435	15322	pos	intact	T2	pseudogene	843	miniprot
hcy_V2R420	hcy	LOC_00001180	chZ	67634552	67649014	14462	neg	intact	T2	functional	891	miniprot
hcy_V2R421	hcy	LOC_00001181	chZ	67874958	67896100	21142	pos	intact	T2	pseudogene	869	miniprot
hcy_V2R422	hcy	LOC_00001182	chZ	68100369	68108439	8070	pos	intact	T2	functional	882	miniprot
hcy_V2R423	hcy	LOC_00001183	chZ	68185552	68187959	2407	pos	fragmented	T2	partial	281	eviann
hcy_V2R424	hcy	LOC_00001184	chZ	68274391	68280483	6092	pos	fragmented	T2	partial	156	eviann
hcy_V2R425	hcy	LOC_00001185	chZ	68288365	68293010	4645	pos	fragmented	T2	partial	302	eviann
hcy_V2R426	hcy	LOC_00001302	chZ	90259201	90262649	3448	pos	fragmented	T2	partial	217	eviann
hcy_V2R427	hcy	LOC_00001544	chZ	119213022	119241896	28874	neg	intact	T2	functional	851	eviann
hcy_V2R428	hcy	LOC_00001545	chZ	119296804	119319103	22299	pos	intact	T2	functional	728	eviann
hcy_V2R429	hcy	LOC_00001911	chZ	175454283	175456340	2057	pos	fragmented	T2	partial	322	eviann
hcy_V2R430	hcy	LOC_00001915	chZ	175653656	175663352	9696	pos	fragmented	T2	partial	460	eviann
hcy_V2R431	hcy	LOC_00020437	scaffold_23	2295	3592	1297	neg	fragmented	T2	partial	325	eviann
hcy_V2R432	hcy	LOC_00020434	scaffold_3	35420	47791	12371	neg	intact	T2	functional	761	eviann
hcy_V2R433	hcy	LOC_00020436	scaffold_5	19653	26901	7248	pos	fragmented	T2	partial	258	eviann
hcure_V2R001	hcure	LOC_00011851	ch1	146206522	146220220	13698	pos	intact	T2	pseudogene	862	miniprot
hcure_V2R002	hcure	LOC_00011852	ch1	146244849	146253738	8889	pos	intact	T2	pseudogene	747	miniprot
hcure_V2R003	hcure	LOC_00011853	ch1	146382593	146407511	24918	neg	intact	T2	pseudogene	862	miniprot
hcure_V2R004	hcure	LOC_00011854	ch1	146411646	146420773	9127	neg	intact	T2	pseudogene	865	miniprot
hcure_V2R005	hcure	LOC_00011855	ch1	146435155	146447573	12418	neg	intact	T2	pseudogene	865	miniprot
hcure_V2R006	hcure	LOC_00011856	ch1	146495516	146496073	557	pos	intact	T2	pseudogene	801	miniprot
hcure_V2R007	hcure	LOC_00011857	ch1	146527903	146537343	9440	pos	intact	T2	pseudogene	865	miniprot
hcure_V2R008	hcure	LOC_00011859	ch1	146643057	146649102	6045	pos	intact	T2	functional	837	miniprot
hcure_V2R009	hcure	LOC_00011860	ch1	146670716	146676475	5759	pos	intact	T2	functional	837	miniprot
hcure_V2R010	hcure	LOC_00011861	ch1	146766716	146781445	14729	pos	intact	T2	pseudogene	866	miniprot
hcure_V2R011	hcure	LOC_00011862	ch1	146844360	146864032	19672	pos	intact	T2	pseudogene	866	miniprot
hcure_V2R012	hcure	LOC_00011863	ch1	146916995	146917379	384	pos	intact	T2	pseudogene	865	miniprot
hcure_V2R013	hcure	LOC_00011864	ch1	146976091	146986021	9930	neg	intact	T2	pseudogene	857	miniprot
hcure_V2R014	hcure	LOC_00011865	ch1	147036501	147053605	17104	pos	intact	T2	pseudogene	924	miniprot
hcure_V2R015	hcure	LOC_00011866	ch1	147131577	147137341	5764	pos	intact	T2	pseudogene	860	miniprot
hcure_V2R016	hcure	LOC_00011867	ch1	147177144	147188956	11812	neg	intact	T2	pseudogene	847	miniprot
hcure_V2R017	hcure	LOC_00011868	ch1	147228260	147238190	9930	neg	intact	T2	pseudogene	857	miniprot
hcure_V2R018	hcure	LOC_00011869	ch1	147277787	147286584	8797	pos	intact	T2	pseudogene	838	miniprot
hcure_V2R019	hcure	LOC_00011900	ch1	148620811	148622508	1697	neg	partial	T2	partial	702	miniprot
hcure_V2R020	hcure	LOC_00011901	ch1	148704875	148706597	1722	neg	intact	T2	functional	866	miniprot
hcure_V2R021	hcure	LOC_00011902	ch1	148725935	148733653	7718	neg	fragmented	T2	partial	336	eviann
hcure_V2R022	hcure	LOC_00011904	ch1	148873799	148889761	15962	neg	intact	T2	pseudogene	864	miniprot
hcure_V2R023	hcure	LOC_00011905	ch1	148905067	148918168	13101	neg	intact	T2	pseudogene	864	miniprot
hcure_V2R024	hcure	LOC_00011906	ch1	149063443	149078328	14885	neg	intact	T2	functional	863	eviann
hcure_V2R025	hcure	LOC_00011908	ch1	149139884	149153482	13598	neg	intact	T2	pseudogene	842	miniprot
hcure_V2R026	hcure	LOC_00011910	ch1	149379659	149388432	8773	pos	intact	T2	pseudogene	859	miniprot
hcure_V2R027	hcure	LOC_00011911	ch1	149451859	149462060	10201	neg	intact	T2	functional	855	miniprot
hcure_V2R028	hcure	LOC_00011913	ch1	149886136	149901346	15210	pos	intact	T2	pseudogene	862	miniprot
hcure_V2R029	hcure	LOC_00011914	ch1	150010156	150023126	12970	pos	intact	T2	pseudogene	888	miniprot
hcure_V2R030	hcure	LOC_00011915	ch1	150119815	150127528	7713	neg	intact	T2	functional	866	miniprot
hcure_V2R031	hcure	LOC_00013088	ch1	282030575	282673411	642836	neg	fragmented	T2	partial	911	eviann
hcure_V2R032	hcure	LOC_00013978	ch1	427550272	427554045	3773	pos	fragmented	T2	partial	208	eviann
hcure_V2R033	hcure	LOC_00013979	ch1	427591321	427608777	17456	pos	intact	T2	functional	853	eviann
hcure_V2R034	hcure	LOC_00013980	ch1	427639327	427650573	11246	pos	intact	T2	pseudogene	856	eviann
hcure_V2R035	hcure	LOC_00013994	ch2	100581	119866	19285	pos	intact	T2	pseudogene	873	miniprot
hcure_V2R036	hcure	LOC_00013995	ch2	141195	154198	13003	pos	intact	T2	pseudogene	869	miniprot
hcure_V2R037	hcure	LOC_00013996	ch2	236806	250671	13865	pos	intact	T2	functional	851	eviann
hcure_V2R038	hcure	LOC_00014014	ch2	774306	795504	21198	neg	intact	T2	pseudogene	873	miniprot
hcure_V2R039	hcure	LOC_00014015	ch2	834039	847038	12999	neg	intact	T2	pseudogene	873	miniprot
hcure_V2R040	hcure	LOC_00014016	ch2	868392	881970	13578	neg	intact	T2	pseudogene	873	miniprot
hcure_V2R041	hcure	LOC_00014017	ch2	898045	917794	19749	neg	intact	T2	pseudogene	869	miniprot
hcure_V2R042	hcure	LOC_00014018	ch2	959708	978259	18551	neg	intact	T2	pseudogene	873	miniprot
hcure_V2R043	hcure	LOC_00014019	ch2	1039272	1090600	51328	neg	intact	T2	functional	744	eviann
hcure_V2R044	hcure	LOC_00014020	ch2	1136866	1154999	18133	neg	intact	T2	pseudogene	873	miniprot
hcure_V2R045	hcure	LOC_00014023	ch2	1272110	1293151	21041	pos	intact	T2	pseudogene	873	eviann
hcure_V2R046	hcure	LOC_00014039	ch2	1595483	1598211	2728	neg	fragmented	T2	partial	302	eviann
hcure_V2R047	hcure	LOC_00014043	ch2	1821492	1841449	19957	neg	intact	T2	functional	848	miniprot
hcure_V2R048	hcure	LOC_00014073	ch2	2647151	2660296	13145	pos	intact	T2	functional	851	eviann
hcure_V2R049	hcure	LOC_00014088	ch2	3065751	3080005	14254	pos	intact	T2	functional	843	miniprot
hcure_V2R050	hcure	LOC_00014089	ch2	3192498	3210802	18304	neg	intact	T2	functional	850	miniprot
hcure_V2R051	hcure	LOC_00014104	ch2	3772365	3792149	19784	pos	intact	T2	functional	850	eviann
hcure_V2R052	hcure	LOC_00014105	ch2	3820524	3857373	36849	pos	intact	T2	functional	850	miniprot
hcure_V2R053	hcure	LOC_00014106	ch2	3936195	3943007	6812	neg	intact	T2	pseudogene	879	miniprot
hcure_V2R054	hcure	LOC_00014107	ch2	3970488	3987321	16833	pos	intact	T2	functional	845	miniprot
hcure_V2R055	hcure	LOC_00014108	ch2	4027790	4049389	21599	pos	intact	T2	functional	820	eviann
hcure_V2R056	hcure	LOC_00014109	ch2	4080661	4087369	6708	neg	intact	T2	functional	849	miniprot
hcure_V2R057	hcure	LOC_00014159	ch2	5162436	5163345	909	neg	fragmented	T2	partial	302	eviann
hcure_V2R058	hcure	LOC_00014199	ch2	5920974	5926004	5030	neg	intact	T2	functional	659	eviann
hcure_V2R059	hcure	LOC_00014200	ch2	5935665	6089290	153625	neg	intact	T2	functional	849	eviann
hcure_V2R060	hcure	LOC_00014201	ch2	5948391	5994542	46151	pos	intact	T2	functional	847	eviann
hcure_V2R061	hcure	LOC_00014202	ch2	6093337	6098462	5125	neg	intact	T2	functional	849	miniprot
hcure_V2R062	hcure	LOC_00014203	ch2	6166835	6177871	11036	pos	intact	T2	pseudogene	883	miniprot
hcure_V2R063	hcure	LOC_00014221	ch2	7403744	7436977	33233	neg	intact	T2	functional	797	eviann
hcure_V2R064	hcure	LOC_00014222	ch2	7682286	7685754	3468	neg	partial	T2	partial	775	miniprot
hcure_V2R065	hcure	LOC_00014223	ch2	7744184	7768289	24105	neg	intact	T2	functional	846	miniprot
hcure_V2R066	hcure	LOC_00014225	ch2	8045153	8056455	11302	neg	intact	T2	functional	773	eviann
hcure_V2R067	hcure	LOC_00014227	ch2	8195533	8210265	14732	pos	intact	T2	functional	850	eviann
hcure_V2R068	hcure	LOC_00014228	ch2	8310379	8320364	9985	neg	intact	T2	functional	773	eviann
hcure_V2R069	hcure	LOC_00014230	ch2	8526006	8547736	21730	neg	intact	T2	functional	773	eviann
hcure_V2R070	hcure	LOC_00014231	ch2	8555046	8574503	19457	pos	intact	T2	functional	846	miniprot
hcure_V2R071	hcure	LOC_00014326	ch2	10662152	10681381	19229	pos	fragmented	T2	partial	302	eviann
hcure_V2R072	hcure	LOC_00014328	ch2	10779220	10791275	12055	pos	intact	T2	functional	938	eviann
hcure_V2R073	hcure	LOC_00014562	ch2	16334879	16351998	17119	neg	intact	T2	pseudogene	844	eviann
hcure_V2R074	hcure	LOC_00014586	ch2	16913115	16926167	13052	pos	intact	T2	pseudogene	859	miniprot
hcure_V2R075	hcure	LOC_00014587	ch2	16928600	16944589	15989	pos	intact	T2	functional	861	miniprot
hcure_V2R076	hcure	LOC_00014588	ch2	16973471	16994549	21078	pos	intact	T2	pseudogene	870	eviann
hcure_V2R077	hcure	LOC_00014639	ch2	19310368	19311277	909	neg	fragmented	T2	partial	302	eviann
hcure_V2R078	hcure	LOC_00014640	ch2	19367790	19379493	11703	pos	intact	T2	functional	844	eviann
hcure_V2R079	hcure	LOC_00014641	ch2	19450828	19464752	13924	neg	intact	T2	functional	854	eviann
hcure_V2R080	hcure	LOC_00014648	ch2	20048652	20076697	28045	neg	intact	T2	pseudogene	842	miniprot
hcure_V2R081	hcure	LOC_00014649	ch2	20135134	20146099	10965	pos	fragmented	T2	partial	291	eviann
hcure_V2R082	hcure	LOC_00014650	ch2	20194816	20211342	16526	pos	partial	T2	partial	578	eviann
hcure_V2R083	hcure	LOC_00014666	ch2	20822096	20839387	17291	neg	intact	T2	functional	856	eviann
hcure_V2R084	hcure	LOC_00014677	ch2	21351595	21362837	11242	neg	intact	T2	pseudogene	856	eviann
hcure_V2R085	hcure	LOC_00014678	ch2	21385684	21389558	3874	neg	fragmented	T2	pseudogene	397	eviann
hcure_V2R086	hcure	LOC_00014680	ch2	21451360	21473457	22097	neg	intact	T2	functional	845	eviann
hcure_V2R087	hcure	LOC_00014682	ch2	21587027	21609534	22507	neg	intact	T2	functional	848	eviann
hcure_V2R088	hcure	LOC_00014683	ch2	21680702	21708590	27888	pos	intact	T2	functional	851	miniprot
hcure_V2R089	hcure	LOC_00014684	ch2	22011905	22030010	18105	pos	intact	T2	functional	850	eviann
hcure_V2R090	hcure	LOC_00014686	ch2	22068905	22089486	20581	neg	intact	T2	functional	847	eviann
hcure_V2R091	hcure	LOC_00014687	ch2	22138833	22161154	22321	pos	intact	T2	pseudogene	799	eviann
hcure_V2R092	hcure	LOC_00014688	ch2	22341690	22364047	22357	pos	intact	T2	functional	847	eviann
hcure_V2R093	hcure	LOC_00014691	ch2	22834872	22856465	21593	neg	intact	T2	functional	852	miniprot
hcure_V2R094	hcure	LOC_00014692	ch2	22880280	22889093	8813	pos	fragmented	T2	partial	196	eviann
hcure_V2R095	hcure	LOC_00014693	ch2	23027822	23036940	9118	neg	intact	T2	functional	851	miniprot
hcure_V2R096	hcure	LOC_00014694	ch2	23107325	23116508	9183	neg	intact	T2	functional	851	miniprot
hcure_V2R097	hcure	LOC_00014695	ch2	23167774	23191580	23806	neg	intact	T2	pseudogene	870	miniprot
hcure_V2R098	hcure	LOC_00014697	ch2	23429347	23443221	13874	neg	intact	T2	functional	852	miniprot
hcure_V2R099	hcure	LOC_00014698	ch2	23503371	23524212	20841	pos	intact	T2	functional	848	eviann
hcure_V2R100	hcure	LOC_00014699	ch2	23586522	23602821	16299	neg	intact	T2	functional	677	eviann
hcure_V2R101	hcure	LOC_00014702	ch2	23746325	23747285	960	neg	fragmented	T2	partial	319	eviann
hcure_V2R102	hcure	LOC_00014703	ch2	23785945	23803857	17912	pos	intact	T2	functional	856	miniprot
hcure_V2R103	hcure	LOC_00014704	ch2	23882025	23891858	9833	pos	intact	T2	pseudogene	863	eviann
hcure_V2R104	hcure	LOC_00014713	ch2	24786546	24795666	9120	pos	intact	T2	functional	851	miniprot
hcure_V2R105	hcure	LOC_00014714	ch2	24918755	24937187	18432	neg	intact	T2	functional	828	eviann
hcure_V2R106	hcure	LOC_00014715	ch2	25067633	25075316	7683	pos	intact	T2	functional	860	eviann
hcure_V2R107	hcure	LOC_00014716	ch2	25226618	25248096	21478	pos	intact	T2	functional	866	eviann
hcure_V2R108	hcure	LOC_00014717	ch2	25354934	25368501	13567	neg	intact	T2	functional	861	miniprot
